日期,开盘,收盘,最高,最低,成交量
2026-01-05,1.215,1.235,1.235,1.214,2372722500
2026-01-06,1.235,1.286,1.288,1.233,4886009770
2026-01-07,1.287,1.267,1.287,1.258,2769776086
2026-01-08,1.258,1.233,1.258,1.229,3914711544
2026-01-09,1.233,1.237,1.243,1.228,2578785208
2026-01-12,1.236,1.254,1.255,1.23,3265140568
2026-01-13,1.259,1.246,1.272,1.241,2408005492
2026-01-14,1.244,1.237,1.275,1.23,3745812236
2026-01-15,1.231,1.218,1.239,1.214,2779154313
2026-01-16,1.224,1.208,1.228,1.205,2093877308
2026-01-19,1.205,1.203,1.208,1.198,1935889990
2026-01-20,1.202,1.207,1.21,1.2,1831061010
2026-01-21,1.204,1.201,1.209,1.198,1705334696
2026-01-22,1.202,1.203,1.212,1.2,1554791484
2026-01-23,1.205,1.2,1.208,1.197,1808281951
2026-01-26,1.2,1.211,1.225,1.198,2750051483
2026-01-27,1.209,1.197,1.209,1.189,1897201968
2026-01-28,1.199,1.197,1.206,1.195,1684893572
2026-01-29,1.194,1.212,1.214,1.182,2628319323
2026-01-30,1.207,1.194,1.211,1.19,1910400492
2026-02-02,1.192,1.178,1.207,1.175,2130048681
2026-02-03,1.185,1.174,1.186,1.163,2032244777
2026-02-04,1.171,1.191,1.193,1.17,2023635583
2026-02-05,1.185,1.193,1.2,1.182,1609912566
2026-02-06,1.186,1.186,1.195,1.183,1178919563
2026-02-09,1.192,1.197,1.198,1.189,1241763316
2026-02-10,1.198,1.196,1.2,1.194,848931272
2026-02-11,1.196,1.194,1.198,1.19,856631891
2026-02-12,1.193,1.185,1.194,1.184,988356605
2026-02-13,1.186,1.174,1.191,1.173,1275963881
2026-02-24,1.178,1.172,1.18,1.171,907896678
2026-02-25,1.173,1.179,1.189,1.172,1818547504
2026-02-26,1.178,1.166,1.179,1.163,1679406811
2026-02-27,1.165,1.169,1.172,1.161,1276414797
