日期,开盘,收盘,最高,最低,成交量
2025-05-06,6.75,6.82,6.94,6.69,10604166
2025-05-07,6.94,6.78,7.04,6.73,8975976
2025-05-08,6.71,6.96,7.02,6.71,10131990
2025-05-09,6.97,7.1,7.15,6.88,9899300
2025-05-12,7.16,7.11,7.24,6.98,14587550
2025-05-13,7.15,7.29,7.42,7.12,11409157
2025-05-14,7.29,7.28,7.33,7.19,7079100
2025-05-15,7.23,7.3,7.31,7.14,6011300
2025-05-16,7.34,7.32,7.37,7.2,5183000
2025-05-19,7.32,7.44,7.57,7.32,7773933
2025-05-20,7.45,7.53,7.55,7.38,5202700
2025-05-21,7.53,7.66,7.76,7.5,6797100
2025-05-22,7.63,8.0,8.0,7.63,12556184
2025-05-23,7.9,7.87,8.05,7.71,10913000
2025-05-26,7.8,7.61,8.03,7.59,11520706
2025-05-27,7.56,7.74,7.78,7.56,6009200
2025-05-28,7.8,7.71,7.84,7.61,4926100
2025-05-29,7.67,7.83,7.85,7.63,5322507
2025-05-30,7.8,7.86,8.03,7.8,6273600
2025-06-03,7.83,8.07,8.1,7.77,9391150
2025-06-04,8.07,8.35,8.45,8.06,10110701
2025-06-05,8.36,8.24,8.41,8.16,7574900
2025-06-06,8.3,8.28,8.3,8.15,5482700
2025-06-09,8.24,8.38,8.38,8.16,7168900
2025-06-10,8.29,8.09,8.3,7.92,10969900
2025-06-11,8.08,8.25,8.32,8.08,6031887
2025-06-12,8.24,8.18,8.3,8.1,4862200
2025-06-13,8.13,7.94,8.17,7.87,7258100
2025-06-16,7.93,7.86,8.06,7.84,4490951
2025-06-17,7.89,7.93,7.99,7.84,3756000
2025-06-18,7.86,7.86,7.95,7.77,4067500
2025-06-19,7.84,7.55,7.93,7.48,6738300
2025-06-20,7.55,7.56,7.62,7.36,6598450
2025-06-23,7.56,7.75,7.77,7.5,4729971
2025-06-24,7.79,7.81,7.95,7.77,4939852
2025-06-25,7.84,7.78,7.9,7.66,5422902
2025-06-26,7.79,7.69,7.86,7.67,5538961
2025-06-27,7.7,7.67,7.75,7.62,3891800
2025-06-30,7.74,7.61,7.8,7.55,7453016
2025-07-01,7.63,7.55,7.68,7.49,5764993
2025-07-02,7.56,7.55,7.62,7.5,3327500
2025-07-03,7.55,7.48,7.57,7.41,6479566
2025-07-04,7.47,7.35,7.47,7.32,6389362
2025-07-07,7.39,7.23,7.46,7.16,8870550
2025-07-08,7.25,7.28,7.32,7.18,6967750
2025-07-09,7.26,7.2,7.33,7.17,5397400
2025-07-10,7.2,7.14,7.24,7.08,5846834
2025-07-11,7.14,7.13,7.18,7.04,5599084
2025-07-14,7.14,7.13,7.29,7.08,6249400
2025-07-15,7.14,6.98,7.18,6.81,8837000
2025-07-16,7.0,7.11,7.13,6.98,5919200
2025-07-17,7.13,7.11,7.13,7.05,4516205
2025-07-18,7.13,7.1,7.16,7.05,4309150
2025-07-21,7.19,7.22,7.22,7.13,5573613
2025-07-22,7.26,7.13,7.37,7.08,7249000
2025-07-23,7.1,7.06,7.17,7.03,4807609
2025-07-24,7.11,7.44,7.52,7.07,14564952
2025-07-25,7.45,7.28,7.47,7.25,8388141
2025-07-28,7.29,7.28,7.42,7.25,7137801
2025-07-29,7.3,7.19,7.38,7.15,5373604
2025-07-30,7.22,7.16,7.24,7.12,4863676
2025-07-31,7.13,7.09,7.23,7.02,5534100
2025-08-01,7.09,7.11,7.18,7.06,5363200
2025-08-04,7.14,7.19,7.23,7.08,5622123
2025-08-05,7.21,7.25,7.35,7.15,7306529
2025-08-06,7.24,7.15,7.29,7.09,7876300
2025-08-07,7.14,7.12,7.2,7.07,6342300
2025-08-08,7.13,7.52,7.7,7.08,22867647
2025-08-11,7.52,7.58,7.68,7.29,17016000
2025-08-12,7.67,7.48,7.67,7.44,7500550
2025-08-13,7.51,7.48,7.6,7.42,5773153
2025-08-14,7.47,7.28,7.48,7.28,7193190
2025-08-15,7.3,7.33,7.34,7.2,6070548
2025-08-18,7.36,7.52,7.8,7.31,16355368
2025-08-19,7.53,7.61,7.71,7.44,13286150
2025-08-20,7.6,7.64,7.65,7.48,9064884
2025-08-21,7.65,7.8,7.87,7.62,11553700
2025-08-22,7.8,7.78,7.89,7.45,12014400
2025-08-25,7.78,7.61,7.81,7.56,11363918
2025-08-26,7.61,7.73,8.0,7.53,10881364
2025-08-27,7.71,7.53,7.75,7.51,7767400
2025-08-28,7.49,7.54,7.64,7.25,7669142
2025-08-29,7.53,7.56,7.63,7.46,6115059
2025-09-01,7.58,7.63,7.71,7.48,8052065
2025-09-02,7.64,7.51,7.64,7.33,10684265
2025-09-03,7.51,7.31,7.54,7.25,6400314
2025-09-04,7.3,7.42,7.5,7.27,9225050
2025-09-05,7.46,7.5,7.5,7.29,6732535
2025-09-08,7.48,7.62,7.72,7.44,6884300
2025-09-09,7.66,7.6,7.66,7.53,4422650
2025-09-10,7.63,7.63,7.69,7.55,5072218
2025-09-11,7.61,7.63,7.66,7.46,5757011
2025-09-12,7.63,7.57,7.76,7.56,5094400
2025-09-15,7.57,7.54,7.62,7.47,4813201
2025-09-16,7.56,7.53,7.58,7.46,6494750
2025-09-17,7.53,7.45,7.57,7.42,6473801
2025-09-18,7.45,7.23,7.45,7.21,9062700
2025-09-19,7.23,7.14,7.26,7.04,10016531
2025-09-22,7.11,7.05,7.18,6.98,7657500
2025-09-23,7.04,6.92,7.04,6.75,8142298
2025-09-24,6.92,6.97,7.04,6.82,6271700
2025-09-25,7.0,6.91,7.03,6.89,4433600
2025-09-26,6.92,6.94,7.07,6.82,4697075
2025-09-29,6.97,7.2,7.26,6.88,10574481
2025-09-30,7.2,7.29,7.54,7.12,9359314
2025-10-09,7.37,7.38,7.45,7.0,11001171
2025-10-10,7.37,7.33,7.45,7.26,8239850
2025-10-13,7.22,7.24,7.39,7.1,9057488
2025-10-14,7.3,7.28,7.4,7.25,7661957
2025-10-15,7.29,7.24,7.34,7.21,4370550
2025-10-16,7.24,7.19,7.32,7.17,4747000
2025-10-17,7.19,7.04,7.29,7.02,5055300
2025-10-20,7.08,7.19,7.25,7.05,5070165
2025-10-21,7.23,7.38,7.42,7.15,5440500
2025-10-22,7.4,7.37,7.44,7.3,4170351
2025-10-23,7.42,7.39,7.44,7.28,6031351
2025-10-24,7.39,7.38,7.49,7.34,5261200
2025-10-27,7.38,7.31,7.41,7.27,5283100
2025-10-28,7.3,7.4,7.42,7.27,4955750
2025-10-29,7.4,7.99,8.07,7.35,21307045
2025-10-30,8.23,8.21,8.49,8.04,27183979
2025-10-31,8.12,8.3,8.36,8.05,16135166
2025-11-03,8.16,8.6,8.66,7.94,18891230
2025-11-04,8.59,8.58,8.83,8.49,14413168
2025-11-05,8.5,8.87,8.92,8.5,13268250
2025-11-06,8.89,8.96,9.2,8.8,19555450
2025-11-07,8.97,9.67,9.67,8.85,25375196
2025-11-10,9.7,9.79,10.16,9.31,31711300
2025-11-11,9.79,9.16,9.94,9.08,31913999
2025-11-12,9.08,9.6,9.66,8.83,25100422
2025-11-13,9.6,9.59,9.69,9.44,11752011
2025-11-14,9.6,9.79,9.87,9.46,13123021
2025-11-17,9.8,9.9,10.02,9.78,12488348
2025-11-18,9.88,9.67,9.96,9.6,11191531
2025-11-19,9.68,9.73,9.89,9.49,9699999
2025-11-20,9.78,10.0,10.37,9.7,18020671
2025-11-21,9.98,9.5,10.12,9.42,17609655
2025-11-24,9.6,9.39,9.79,9.25,12026451
2025-11-25,9.41,9.47,9.59,9.4,8525761
2025-11-26,9.36,9.68,9.9,9.36,10175500
2025-11-27,9.71,9.79,9.83,9.65,8044211
2025-11-28,9.79,9.88,10.17,9.62,17154140
2025-12-01,9.91,10.87,10.87,9.88,16743247
2025-12-02,10.77,10.79,11.09,10.43,23173782
2025-12-03,10.83,10.5,11.08,10.44,16977186
2025-12-04,10.39,10.15,10.5,10.08,11230300
2025-12-05,10.15,9.95,10.15,9.91,9035744
2025-12-08,9.5,9.89,9.95,9.31,18701652
2025-12-09,9.91,10.16,10.26,9.81,12933773
2025-12-10,10.24,10.25,10.4,10.04,10734357
2025-12-11,10.28,10.09,10.36,10.05,9126115
2025-12-12,9.97,10.55,10.79,9.78,19568413
2025-12-15,10.62,11.61,11.61,10.62,34510891
2025-12-16,11.79,12.0,12.3,11.58,39048679
2025-12-17,12.0,11.52,12.0,11.31,23390050
2025-12-18,11.5,11.5,11.7,11.41,11203482
2025-12-19,11.53,11.75,11.8,11.06,13381606
2025-12-22,11.9,11.77,12.0,11.51,11408650
2025-12-23,11.82,11.82,12.13,11.5,9118082
2025-12-24,11.95,11.8,12.2,11.68,9588312
2025-12-25,11.95,11.56,12.06,11.51,10875557
2025-12-26,11.56,11.39,11.73,11.28,9796123
2025-12-29,11.36,11.36,11.59,11.15,7395300
2025-12-30,11.36,11.62,11.76,11.29,10322200
2025-12-31,11.72,11.44,11.75,11.28,8055600
2026-01-05,11.44,11.52,11.7,11.32,8273703
2026-01-06,11.53,11.61,12.09,11.52,11611423
2026-01-07,11.7,11.5,11.85,11.4,8534550
2026-01-08,11.5,12.16,12.36,11.43,16701449
2026-01-09,12.39,12.18,12.88,12.11,15293599
2026-01-12,12.2,11.87,12.4,11.66,16586773
2026-01-13,11.87,11.68,12.05,11.63,11351053
2026-01-14,11.68,11.52,11.81,11.4,8948100
2026-01-15,11.51,11.27,11.62,11.19,8606126
2026-01-16,11.28,11.3,11.56,11.12,7982921
2026-01-19,11.26,11.35,11.36,11.1,6835073
2026-01-20,11.35,10.98,11.38,10.92,6924100
2026-01-21,10.9,11.28,11.3,10.9,7146100
2026-01-22,11.28,11.34,11.37,11.11,5170350
2026-01-23,11.37,11.54,11.9,11.31,10860450
2026-01-26,11.5,11.72,11.84,11.45,8394900
2026-01-27,11.72,11.47,11.75,10.98,9746500
2026-01-28,11.4,11.17,11.73,11.1,8224550
2026-01-29,11.11,10.72,11.2,10.67,8573399
2026-01-30,10.67,10.88,11.05,10.62,7276400
2026-02-02,10.83,10.99,11.29,10.75,7641000
2026-02-03,11.0,11.2,11.32,10.91,6320222
2026-02-04,11.2,11.2,11.3,11.1,3947800
2026-02-05,11.22,11.19,11.34,11.14,4812801
2026-02-06,11.15,11.82,12.0,11.11,16672902
2026-02-09,11.87,12.3,12.45,11.75,12555958
2026-02-10,12.31,12.15,12.48,12.08,9662550
2026-02-11,12.15,12.1,12.28,12.0,5473250
2026-02-12,12.13,12.22,12.23,11.76,6338954
2026-02-13,12.25,12.41,12.45,12.12,7796103
2026-02-24,12.61,12.7,12.95,12.5,8231903
2026-02-25,12.71,12.61,12.99,12.39,8413252
2026-02-26,12.61,13.16,13.28,12.57,10981266
2026-02-27,13.25,13.62,13.66,13.05,8423600
