日期,开盘,收盘,最高,最低,成交量
1997-06-18,0.238901,0.2617524,0.26549172,0.2160496,22359363
1997-06-19,0.24887252,0.23557716,0.2565589,0.23557716,9283848
1997-06-20,0.2222818,0.23827778,0.2451332,0.218127,8057068
1997-06-23,0.2409784,0.2264366,0.24243258,0.22248954,5679469
1997-06-24,0.228514,0.2378623,0.24908026,0.2264366,5037700
1997-06-25,0.23910874,0.2326688,0.2399397,0.22872174,2284940
1997-06-26,0.2347462,0.228514,0.23536942,0.228514,2217820
1997-06-27,0.22872174,0.21438768,0.2337075,0.21147932,2753531
1997-07-02,0.2160496,0.19299046,0.218127,0.19299046,1827500
1997-07-03,0.1931982,0.186966,0.20026136,0.186966,1610740
1997-07-04,0.18717374,0.18447312,0.19028984,0.18301894,1053061
1997-07-07,0.18655052,0.16785392,0.18987436,0.166192,1066845
1997-07-08,0.1682694,0.17408612,0.17637126,0.16224494,1106960
1997-07-09,0.17408612,0.16951584,0.17408612,0.166192,807078
1997-07-10,0.17159324,0.16806166,0.17304742,0.16681522,704880
1997-07-11,0.166192,0.18114928,0.1838499,0.16224494,1687430
1997-07-14,0.1859273,0.19465238,0.19693752,0.1848886,2358783
1997-07-15,0.1942369,0.1890434,0.1942369,0.1838499,1337443
1997-07-16,0.1890434,0.18862792,0.19153628,0.1807338,1101446
1997-07-17,0.18675826,0.18717374,0.19132854,0.18301894,878364
1997-07-18,0.1911208,0.18530408,0.19132854,0.1828112,815882
1997-07-21,0.18717374,0.18925114,0.1952756,0.18613504,1404893
1997-07-22,0.18862792,0.19776848,0.1994304,0.18738148,1600729
1997-07-23,0.20109232,0.19693752,0.20732452,0.19548334,2022613
1997-07-24,0.1963143,0.20400068,0.21044062,0.19569108,2965194
1997-07-25,0.2035852,0.2056626,0.2098174,0.2004691,2180872
1997-07-28,0.20774,0.20690904,0.21480316,0.20400068,2644554
1997-07-29,0.20524712,0.2035852,0.2067013,0.20130006,1541511
1997-07-30,0.2035852,0.21625734,0.218127,0.2035852,2200885
1997-07-31,0.2170883,0.2233205,0.22456694,0.21355672,2121411
1997-08-01,0.22415146,0.22976044,0.23100688,0.2202044,2789435
1997-08-04,0.22976044,0.23121462,0.2337075,0.2243592,1847829
1997-08-05,0.23100688,0.2295527,0.2337075,0.2253979,1240375
1997-08-06,0.22976044,0.2378623,0.24180936,0.22477468,1602838
1997-08-07,0.2347462,0.2368236,0.24264032,0.23308428,1814776
1997-08-08,0.238901,0.2534428,0.25385828,0.23869326,3135951
1997-08-11,0.24949574,0.24679512,0.25676664,0.2451332,1510799
1997-08-12,0.2430558,0.2430558,0.2513654,0.238901,1748500
1997-08-13,0.24160162,0.228514,0.2420171,0.21875022,2650718
1997-08-14,0.2222818,0.2430558,0.2430558,0.2222818,1389089
1997-08-15,0.2409784,0.2482493,0.2513654,0.2409784,1927293
1997-08-18,0.2451332,0.2524041,0.2534428,0.23287654,1348114
1997-08-19,0.25219636,0.24554868,0.2534428,0.2451332,892711
1997-08-20,0.2461719,0.249288,0.25261184,0.24534094,510734
1997-08-21,0.2513654,0.2524041,0.259675,0.24762608,1017789
1997-08-22,0.2451332,0.25094992,0.25593568,0.2451332,1002487
1997-08-25,0.2513654,0.26133692,0.26133692,0.2513654,1177760
1997-08-26,0.2638298,0.2586363,0.26715364,0.2544815,1051830
1997-08-27,0.2617524,0.2773329,0.27795612,0.2617524,2575976
1997-08-28,0.2762942,0.26985426,0.2762942,0.26632268,1340525
1997-08-29,0.2731781,0.27484002,0.2794103,0.26819234,2429050
1997-09-01,0.26964652,0.2866812,0.2866812,0.26653042,1774475
1997-09-02,0.2825264,0.2794103,0.2825264,0.27068522,1108287
1997-09-03,0.2773329,0.28169544,0.28211092,0.2731781,1342186
1997-09-04,0.2794103,0.2825264,0.28626572,0.27442454,1129248
1997-09-05,0.2835651,0.27920256,0.2835651,0.2742168,564189
1997-09-08,0.2794103,0.2690233,0.28003352,0.2669459,1214368
1997-09-09,0.26840008,0.26092144,0.26840008,0.26092144,565950
1997-09-10,0.2617524,0.2638298,0.26923104,0.26092144,541100
1997-09-11,0.2638298,0.2617524,0.2690233,0.25718212,697143
1997-09-12,0.2617524,0.26092144,0.2679846,0.259675,429300
1997-09-15,0.2617524,0.2513654,0.26528398,0.24970348,363250
1997-09-16,0.2513654,0.25385828,0.25676664,0.249288,272730
1997-09-17,0.2534428,0.249288,0.2534428,0.2472106,213375
1997-09-18,0.24949574,0.2544815,0.2617524,0.249288,349997
1997-09-19,0.2555202,0.25385828,0.25738986,0.2513654,143125
1997-09-22,0.2524041,0.24679512,0.25302732,0.24326354,747606
1997-09-23,0.2451332,0.24430224,0.24637964,0.23952422,840184
1997-09-24,0.24887252,0.25925952,0.259675,0.2472106,849990
1997-09-25,0.25925952,0.25718212,0.26756912,0.25385828,940165
1997-09-26,0.2575976,0.25635116,0.259675,0.2534428,239250
1997-09-29,0.25635116,0.2513654,0.25635116,0.2513654,254825
1997-09-30,0.249288,0.2575976,0.2575976,0.249288,787301
1997-10-06,0.25780534,0.2575976,0.25780534,0.249288,93698
1997-10-07,0.25011896,0.2586363,0.2586363,0.25011896,75341
1997-10-08,0.259675,0.2617524,0.2617524,0.2575976,304471
1997-10-09,0.26237562,0.25925952,0.2627911,0.25718212,154500
1997-10-10,0.2575976,0.2575976,0.2607137,0.2555202,75525
1997-10-13,0.2607137,0.25925952,0.26362206,0.25780534,253225
1997-10-14,0.2575976,0.25925952,0.259675,0.25219636,131175
1997-10-15,0.2648685,0.2669459,0.2669459,0.2586363,692392
1997-10-16,0.26549172,0.2752555,0.27816386,0.2617524,2191887
1997-10-17,0.27795612,0.2939521,0.30288492,0.2679846,2671701
1997-10-20,0.2939521,0.2949908,0.29873012,0.2887586,1125625
1997-10-21,0.2960295,0.2929134,0.29956108,0.28834312,905900
1997-10-22,0.2929134,0.30911712,0.3105713,0.28585024,4142206
1997-10-23,0.31161,0.30496232,0.31867316,0.301223,2144478
1997-10-24,0.30496232,0.30392362,0.3074552,0.301223,829977
1997-10-27,0.30143074,0.3095326,0.3147261,0.301223,3119334
1997-10-28,0.3074552,0.2939521,0.3084939,0.2929134,1027400
1997-10-29,0.2949908,0.29789916,0.2991456,0.28792764,1236661
1997-10-30,0.29789916,0.29831464,0.3074552,0.29789916,1440500
1997-10-31,0.2929134,0.30080752,0.30246944,0.28896634,445590
1997-11-03,0.2949908,0.30101526,0.30392362,0.2949908,292187
1997-11-04,0.301223,0.30662424,0.30703972,0.30080752,410739
1997-11-05,0.30662424,0.3178422,0.32075056,0.30579328,1325915
1997-11-06,0.31971186,0.3157648,0.32864468,0.31431062,1172452
1997-11-07,0.31534932,0.31597254,0.3199196,0.3136874,656584
1997-11-10,0.31534932,0.31534932,0.32033508,0.31389514,602012
1997-11-11,0.3147261,0.31181774,0.31701124,0.3084939,352469
1997-11-12,0.31202548,0.3136874,0.3188809,0.31202548,458700
1997-11-13,0.31161,0.3199196,0.3240744,0.31161,476927
1997-11-14,0.3199196,0.3271905,0.3292679,0.3199196,607321
1997-11-17,0.3303066,0.33196852,0.3365388,0.3282292,355752
1997-11-18,0.33466914,0.32864468,0.33466914,0.3261518,317475
1997-11-19,0.32989112,0.3303066,0.33072208,0.3261518,277244
1997-11-20,0.32843694,0.32552858,0.33155304,0.32428214,226960
1997-11-21,0.3240744,0.31451836,0.32573632,0.31181774,320977
1997-11-24,0.31119452,0.30787068,0.3136874,0.2949908,259175
1997-11-25,0.3033004,0.3136874,0.3136874,0.3033004,144219
1997-11-26,0.3136874,0.31161,0.3136874,0.3105713,125441
1997-11-27,0.31202548,0.30974034,0.31202548,0.30911712,87232
1997-11-28,0.30766294,0.31161,0.3136874,0.3053778,286273
1997-12-01,0.31098678,0.3230357,0.3261518,0.31098678,224010
1997-12-02,0.3230357,0.3292679,0.3313453,0.321997,303325
1997-12-03,0.3282292,0.3240744,0.3313453,0.32262022,215700
1997-12-04,0.32428214,0.332384,0.332384,0.3199196,299303
1997-12-05,0.332384,0.3303066,0.34235552,0.32947564,285669
1997-12-08,0.33051434,0.3271905,0.33259174,0.32428214,171701
1997-12-09,0.3271905,0.32677502,0.3344614,0.3240744,207070
1997-12-10,0.3313453,0.34464066,0.34609484,0.3261518,1490645
1997-12-11,0.34464066,0.3490032,0.35066512,0.34090134,688118
1997-12-12,0.34858772,0.35066512,0.3573128,0.34547162,400667
1997-12-15,0.353158,0.36520692,0.3676998,0.353158,533151
1997-12-16,0.36520692,0.36333726,0.3760094,0.35980568,1468035
1997-12-17,0.3552354,0.35295026,0.363545,0.35066512,774793
1997-12-18,0.3541967,0.3625063,0.363545,0.3521193,392327
1997-12-19,0.36229856,0.373932,0.37767132,0.36229856,554885
1997-12-22,0.3791255,0.37871002,0.38203386,0.3697772,349751
1997-12-23,0.3812029,0.373932,0.3812029,0.3708159,367890
1997-12-24,0.373932,0.3697772,0.37455522,0.3676998,305631
1997-12-25,0.36998494,0.37871002,0.3822416,0.3666611,969152
1997-12-26,0.3780868,0.39075894,0.39075894,0.3760094,669872
1997-12-29,0.39429052,0.38244934,0.394706,0.38244934,360575
1997-12-30,0.37974872,0.373932,0.38514996,0.373932,296900
1997-12-31,0.373932,0.38660414,0.3895125,0.373932,781808
1998-01-05,0.37434748,0.3791255,0.3863964,0.373932,769800
1998-01-06,0.3780868,0.35481992,0.3863964,0.3500419,3637949
1998-01-07,0.353158,0.3552354,0.36728432,0.3355001,3446120
1998-01-08,0.353158,0.353158,0.3541967,0.3448484,881556
1998-01-09,0.3510806,0.3490032,0.3510806,0.34443292,919981
1998-01-12,0.34526388,0.35336574,0.36209082,0.3355001,1180429
1998-01-13,0.3490032,0.3469258,0.36105212,0.31825768,1476276
